municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Gagetown,698,719,0.0121999987553199,56239350,45723048.780487806,80572.13467048711,65505.800545111466
Grand Bay-Westfield,5117,4981,0.01370035354872713,353289350,287227113.8211382,69042.2806331835,56131.93547413293
Grand Falls/Grand-Sault,5706,5650,0.01449080598216418,516968760,420299804.8780488,90600.90431125132,73659.2717977653
Grand Manan,2377,2460,0.01121211715128303,167900850,136504756.09756097,70635.61211611275,57427.3269236689
Grande-Anse,738,758,0.01445998867355967,33284950,27060934.95934959,45101.55826558266,36667.93354925419
Hampton,4292,4004,0.01249999853011644,340163000,276555284.55284554,79255.12581547064,64435.06163859402
Hartland,947,947,0.01469835392133459,81475450,66240203.25203252,86035.32206969376,69947.4163168242
Harvey,363,352,0.01193866948075257,18525850,15061666.666666666,51035.39944903581,41492.194674012855
Hillsborough,1350,1292,0.01345962341083006,70142750,57026626.01626016,51957.59259259259,42241.94519722975
Lac Baker,719,721,0.01021557344124893,46554900,37849512.19512195,64749.51321279555,52641.88066080939
Lamèque,1432,1422,0.01500001193539609,83784400,68117398.37398374,58508.659217877095,47568.015624290325
Le Goulet,817,908,0.01597125646439017,20651600,16789918.699186992,25277.35618115055,20550.69608223622
Maisonnette,573,599,0.01448959874521979,24737400,20111707.31707317,43171.7277486911,35098.96564934235
McAdam,1284,1404,0.01573800218223446,44724800,36361626.01626016,34832.39875389408,28319.02337714966
Meductic,228,155,0.01133580381636581,13195800,10728292.68292683,57876.31578947369,47053.91527599487
Memramcook,4831,4638,0.01381199979217501,266570450,216723943.0894309,55179.14510453322,44861.09358092132
Millville,307,303,0.01453681575054057,10544400,8572682.926829267,34346.579804560264,27924.048621593705
Minto,2505,2681,0.01290799886651385,104632950,85067439.02439024,41769.64071856288,33959.05749476656
Miramichi,17811,18129,0.01729899998994654,1293087000,1051290243.902439,72600.47161866262,59024.773673709446
Moncton,69074,64128,0.01639299998376612,6994632350,5686692967.479674,101262.88256073197,82327.54679734306
Nackawic,1049,977,0.01306314019460813,131459050,106877276.42276423,125318.44613918017,101884.91556030908
New Maryland,4232,4248,0.0117580990514432,334813900,272206422.7642276,79114.8156899811,64320.98836583829
Nigadoo,952,927,0.01387499566117854,43214500,35133739.83739837,45393.382352941175,36905.188904830226
Norton,1301,1314,0.01166310255073791,61586100,50070000.0,47337.50960799385,38485.78016910069
Néguac,1678,1623,0.0128839908459256,101659650,82650121.95121951,60583.8200238379,49255.138230762524
Oromocto,8932,8402,0.01221610821744722,1048864808,852735616.2601626,117427.76623376623,95469.7286453384
Paquetville,706,642,0.01253770193577729,41337400,33607642.27642276,58551.55807365439,47602.89274280844
Perth-Andover,1778,1797,0.01229999864765487,107221150,87171666.66666667,60304.35883014623,49027.93400824897
Petit-Rocher,1908,1949,0.01493713530891961,91601500,74472764.22764227,48009.17190775681,39031.84707947708
Petitcodiac,1429,1368,0.01279399870661781,86981250,70716463.41463414,60868.6144156753,49486.67838672788
Plaster Rock,1135,1150,0.01582564296612557,61575950,50061747.967479676,54251.93832599119,44107.26693170016
Pointe-Verte,976,971,0.01569997699609512,34559350,28097032.520325202,35409.17008196721,28787.943156070905
Port Elgin,418,451,0.0130264188157303,21902950,17807276.422764227,52399.4019138756,42601.13976737853
Quispamsis,17886,15239,0.01220000049945089,1561715100,1269687073.1707318,87314.9446494465,70987.75987759879
Rexton,818,862,0.01262899829071796,68566800,55745365.853658535,83822.49388753057,68148.36901425249
Richibucto,1286,1290,0.01327800033893571,100609050,81795975.6097561,78234.09797822706,63604.95770587566
Riverside-Albert,353,320,0.0132633856550863,20982350,17058821.13821138,59440.084985835696,48325.27234620788
Riverview,19128,17832,0.01562571742913818,1321079950,1074048739.8373983,69065.2420535341,56150.60329555616
Rivière-Verte,744,798,0.01217444619738351,34576850,28111260.162601624,46474.26075268817,37783.95183145379
Rogersville,1170,1165,0.01464654576770175,49931500,40594715.44715447,42676.49572649573,34696.33798902091
Rothesay,11947,11637,0.01189999994080865,1182605300,961467723.5772357,98987.637063698,80477.75371032357
Sackville,5558,5411,0.01535000047449194,558492100,454058617.88617885,100484.36487945305,81694.60559305125
Saint Andrews,1889,1798,0.01107700155998199,263849200,214511544.71544716,139676.65431445208,113558.25554020495
Saint George,1543,1512,0.01275000009994287,125071450,101684105.6910569,81057.32339598185,65900.26292356248
Saint John,70063,68043,0.01784999993019403,6624075264,5385427043.902439,94544.5565276965,76865.49311194838
Saint-Antoine,1770,1546,0.01234232965625814,98710700,80252601.62601626,55768.75706214689,45340.45289605438
Saint-François-de-Madawaska,533,585,0.01499451912209524,35258950,28665813.00813008,66151.87617260788,53782.01314846169
Saint-Hilaire,303,231,0.01267771380485327,22935050,18646382.113821138,75693.23432343235,61539.21489709947
Saint-Isidore,748,796,0.01240700822046238,41171650,33472886.17886179,55042.3128342246,44749.84783270293
Saint-Louis-de-Kent,930,960,0.01425600062011128,50313550,40905325.20325203,54100.591397849465,43984.2206486581
Saint-Léolin,488,733,0.01548708072540523,17758350,14437682.926829267,36390.061475409835,29585.41583366653
Saint-Léonard,1343,1352,0.01502200158798524,66475429,54045064.227642275,49497.713328369326,40242.04335639782
Saint-Quentin,2095,2250,0.01400037070403593,115995500,94305284.55284552,55367.78042959427,45014.45563381648
Sainte-Anne-de-Madawaska,1002,1073,0.01471699415052247,39131700,31814390.243902437,39053.59281437126,31750.8884669685
Sainte-Marie-Saint-Raphaël,955,993,0.01532244620751397,30773350,25018983.739837397,32223.403141361257,26197.88873281403
Salisbury,2208,2036,0.009245273908576108,155329200,126283902.43902439,70348.36956521739,57193.79639448568
Shediac,6062,5497,0.01478399935418804,550005300,447158780.4878049,90730.00659848234,73764.23300689622
Shippagan,2631,2754,0.01509999912483765,211389350,171861260.16260162,80345.62903838845,65321.64962470605
St. Martins,314,386,0.01220287003263582,20836000,16939837.398373984,66356.68789808918,53948.52674641396
St. Stephen,4817,4780,0.01579999945820022,350683050,285108170.73170733,72801.13140959103,59187.911715114664
Stanley,419,433,0.01341819790291938,27581200,22423739.837398373,65826.25298329355,53517.27884820614
Sussex,4312,4241,0.01252199926497246,402433900,327182032.5203252,93328.82653061225,75877.09474033516
Sussex Corner,1495,1413,0.01160000020890118,95739050,77836626.01626016,64039.4983277592,52064.63278679609
Tide Head,1036,1075,0.01420001781999481,51627400,41973495.93495935,49833.397683397685,40514.95746617698
Tracadie-Sheila,4933,4474,0.01390000058507931,427292500,347392276.42276424,86619.19724305696,70422.11157972111
Tracy,611,619,0.01190003610221636,25483200,20718048.780487806,41707.36497545008,33908.426809309014
Woodstock,5254,5113,0.01418268372165149,433675750,352581910.5691057,82542.01560715646,67107.32976191581
