year,cpi_2002,cpi_deflator_2002,municipality,police_provider_2024,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj,general_govt_exp,police_exp,fire_protection_exp,water_cost_exp,emergency_exp,other_protection_exp,transportation_exp,environ_health_exp,public_health_exp,environ_dev_exp,rec_and_culture_exp,debt_exp,transfers_exp,deficits_exp,total_exp,warrant_rev,uncond_grant_rev,other_govt_serv_rev,sale_of_serv_rev,own_source_rev,cond_transfer_rev,other_transfer_rev,biennial_surplus_rev,total_rev
2015,125.4,0.7974481658692185,Saint George,PPSA,1543,1512,0.01325000361003422,131577700,104926395.53429027,85273.94685677253,68001.55251736246,373610.0,349264,192800,30000,12525,24525,520100,120000,50500,113610,94750,100758.0,27433,0,2009875.0,1743405,63654,95641,3700,20701,6650,67181,8943,2009875
2015,125.4,0.7974481658692185,Saint John,municipal,70063,68043,0.01785000000882499,6628903190,5286206690.590112,94613.46488160656,75449.33403636886,14641992.0,24269759,21941538,2500000,2781370,1970593,29449486,5209787,0,10550006,10213147,15766676.0,11849000,0,151143354.0,118325922,20935308,1703662,3520127,4075904,0,2014729,567702,151143354
2015,125.4,0.7974481658692185,Saint-Antoine,PPSA,1770,1546,0.01234211273467494,105840550,84402352.47208932,59796.9209039548,47684.94489948549,280012.0,254082,136900,11040,11457,2500,565145,113100,0,52830,124953,154799.0,0,187,1707005.0,1306296,247025,138334,500,14850,0,0,0,1707005
2015,125.4,0.7974481658692185,Saint-François-de-Madawaska,PPSA,533,585,0.01572033239781693,32816100,26169138.75598086,61568.66791744841,49097.82130578023,124315.0,78065,104361,30000,500,500,88243,28615,0,23899,254725,101880.0,0,5147,840250.0,515880,21670,181050,96400,25250,0,0,0,840250
2015,125.4,0.7974481658692185,Saint-Hilaire,PPSA,303,231,0.01335428982179832,23302250,18582336.523126,76905.11551155115,61327.84331064686,141574.0,49636,13160,33340,0,0,89400,13100,0,1000,10000,0.0,25000,0,376210.0,311185,997,0,0,10101,0,0,53927,376210
2015,125.4,0.7974481658692185,Saint-Isidore,PPSA,748,796,0.012599986706576,45887350,36592783.09409888,61346.72459893048,48920.83301350118,231042.0,141260,104274,0,0,500,306162,45000,0,23400,65880,72339.0,12600,0,1002457.0,578180,52385,336471,0,13900,0,12000,9521,1002457
2015,125.4,0.7974481658692185,Saint-Louis-de-Kent,PPSA,930,960,0.01425599966812553,60263750,48057216.90590112,64799.7311827957,51674.42678053884,256764.0,134403,113883,0,0,1400,208826,77421,0,38838,425919,112140.0,10050,0,1379644.0,859120,77011,79600,304600,6900,0,50000,2413,1379644
2015,125.4,0.7974481658692185,Saint-Léolin,PPSA,684,733,0.01548698212745679,19306150,15395653.907496013,28225.36549707602,22508.265946631596,192201.0,93024,44000,0,6000,0,100000,41000,2000,25512,60200,20888.0,0,0,584825.0,298994,239810,10969,0,20807,0,0,14245,584825
2015,125.4,0.7974481658692185,Saint-Léonard,PPSA,1343,1352,0.01502200276654156,71029477,56642326.156299844,52888.66492926284,42175.96884311232,253557.0,178762,108738,36000,1000,5000,265577,61000,0,63126,382317,292362.0,133225,0,1780664.0,1067005,278397,166250,96500,85610,4300,56904,25698,1780664
2015,125.4,0.7974481658692185,Saint-Quentin,PPSA,2095,2250,0.01400041648798564,121492100,96883652.31259969,57991.45584725537,46245.180101479564,658748.0,295500,128850,13680,1550,3310,409470,138850,0,246311,312686,202785.0,64400,0,2476140.0,1700940,331364,91824,34650,255842,36100,24825,595,2476140
2015,125.4,0.7974481658692185,Sainte-Anne-de-Madawaska,PPSA,1002,1073,0.01471713492003156,40118950,31992783.094098885,40038.87225548902,31928.925243611662,176483.0,121880,36500,103780,0,0,260100,45000,0,28300,57500,84590.0,17198,909,932240.0,590436,220804,99000,0,22000,0,0,0,932240
2015,125.4,0.7974481658692185,Sainte-Marie-Saint-Raphaël,PPSA,955,993,0.01520001371932445,32071550,25575398.724082936,33582.77486910995,26780.522224170614,259200.0,139434,59323,0,0,0,234224,57373,0,15697,16400,78853.0,24078,0,884582.0,487488,279410,57674,0,11050,0,0,48960,884582
2015,125.4,0.7974481658692185,Salisbury,PPSA,2208,2036,0.009344701440969203,162442750,129539673.046252,73570.08605072464,58668.33018399094,259014.0,360517,128750,0,7500,7000,585353,133914,0,82485,180300,52090.0,17000,33434,1847357.0,1517979,86747,100131,0,12500,0,130000,0,1847357
2015,125.4,0.7974481658692185,Shediac,PPSA,6062,5497,0.01473859535425967,613897850,489551714.5135566,101269.85318376773,80757.45867924062,1742537.0,1174076,525600,205000,10800,30000,1912600,290271,0,1357532,1786400,895393.0,1087858,0,11018067.0,9047992,235480,333915,478700,148685,0,597279,176016,11018067
2015,125.4,0.7974481658692185,Shippagan,PPSA,2631,2754,0.01509999872025347,222700350,177591985.64593303,84644.75484606613,67499.80450244508,888800.0,618700,187550,100000,3000,500,812300,118300,0,135400,866300,603708.0,15021,106179,4455758.0,3362775,473488,135125,175000,41000,0,268370,0,4455758
2015,125.4,0.7974481658692185,St. Martins,PPSA,314,386,0.01215914311835492,21547900,17183333.333333332,68623.88535031847,54723.991507431,70059.0,49646,125021,0,1500,0,43983,46290,13048,38007,99237,36631.0,15000,0,538422.0,262004,2016,173762,36500,25138,16819,0,22183,538422
2015,125.4,0.7974481658692185,St. Stephen,PPSA,4817,4780,0.01580000071557119,349371250,278605462.5199362,72528.80423500104,57837.961909889185,1032304.0,1046942,810389,125000,16025,123648,1859472,258570,0,289938,1774942,599448.0,1122821,0,9059499.0,5520066,1432436,206611,646439,223855,4000,917772,108320,9059499
2015,125.4,0.7974481658692185,Stanley,PPSA,419,433,0.01363408745862266,30134250,24030502.392344497,71919.45107398568,57352.03434927088,178185.0,54220,100140,0,1000,15500,101500,37495,0,14000,27455,60892.0,0,0,590387.0,410853,2383,73779,0,54020,0,0,49352,590387
2015,125.4,0.7974481658692185,Sussex,PPSA,4312,4241,0.01247099877541071,414547150,330579864.4338118,96138.02179962894,76665.08915440904,714873.0,851393,585680,151000,23700,67000,1517650,451650,0,361500,1109547,506150.0,204250,0,6544393.0,5169817,291270,367541,334200,45851,0,320367,15347,6544393
2015,125.4,0.7974481658692185,Sussex Corner,PPSA,1495,1413,0.01159999921588845,102026300,81360685.80542265,68245.01672240802,54421.86341499843,242447.0,247180,105324,40000,1300,3850,329475,98640,0,60781,85500,75850.0,63227,0,1353574.0,1183505,11316,11100,3800,6300,0,13620,123933,1353574
2015,125.4,0.7974481658692185,Tide Head,MPSA,1036,1075,0.01419999202760221,56444750,45011762.36044657,54483.34942084942,43447.64706606812,175927.0,198460,68356,55942,3002,2092,164903,53976,0,32641,58927,12148.0,108256,0,934630.0,801515,126879,0,0,500,0,0,5736,934630
2015,125.4,0.7974481658692185,Tracy,PPSA,611,619,0.01190002783105226,26409350,21060087.719298247,43223.158756137476,34468.228673155885,104023.0,64289,38800,0,2000,2900,158367,52326,0,7380,29364,0.0,0,0,459449.0,314272,124530,0,0,15100,0,0,5547,459449
2015,125.4,0.7974481658692185,Woodstock,municipal,5254,5113,0.01418105367322025,482234900,384557336.523126,91784.3357441949,73193.25019473277,738237.0,2044263,577360,188000,0,20000,1439705,314000,0,360341,1906053,366728.0,1103800,0,9058487.0,6838599,626373,607439,760125,55000,0,80414,90537,9058487
2016,128.2,0.78003120124805,Alma,PPSA,213,232,0.01529022887117135,27837582,21714182.527301095,130692.87323943662,101944.51890751687,103591.0,49713,47878,0,2000,1000,120719,36107,100,11877,52425,24750.0,10,7051,457221.0,425643,4059,17019,6000,4500,0,0,0,457221
2016,128.2,0.78003120124805,Aroostook,PPSA,306,351,0.01229989464392494,8779750,6848478.939157567,28691.993464052288,22380.650127965906,68577.0,44441,7000,26000,0,0,42118,26926,0,0,11000,600.0,8318,0,234980.0,107990,116163,0,200,5372,0,0,5255,234980
2016,128.2,0.78003120124805,Atholville,MPSA,3570,3780,0.01360408822073759,212659750,165881240.24961,59568.557422969185,46465.3334032521,465155.0,604792,290690,132997,5000,6213,717978,261416,0,196751,210900,350897.0,140656,0,3383445.0,2893042,290668,2074,55500,131287,0,10363,511,3383445
2016,128.2,0.78003120124805,Baker-Brook,PPSA,564,585,0.01598295511346596,24007200,18726365.054602187,42565.95744680851,33202.77491950742,167834.0,76439,54745,68610,0,1200,100603,24015,0,18428,11500,43524.0,0,18960,585858.0,383706,122578,56000,19060,4500,0,14,0,585858
2016,128.2,0.78003120124805,Balmoral,PPSA,1674,1719,0.01429099664391886,91504045,71376010.14040563,54661.91457586619,42637.998889131195,334585.0,263099,148828,146000,0,2575,289992,97487,0,32834,212845,202568.0,1603,0,1732416.0,1307684,155109,161003,100000,8609,0,0,11,1732416
2016,128.2,0.78003120124805,Bas-Caraquet,PPSA,1305,1380,0.01449486241902348,64787300,50536115.44461779,49645.44061302682,38724.99267786804,347364.0,194205,42000,0,350,4000,321519,83469,0,66298,114244,66198.0,108000,0,1347647.0,939083,222162,91152,6000,21756,1500,65241,753,1347647
2016,128.2,0.78003120124805,Bath,PPSA,476,532,0.01439998215560314,22416000,17485179.40717629,47092.43697478992,36733.57018314346,98915.0,80391,33489,0,0,7477,55598,38502,0,25524,69603,43523.0,5225,0,458247.0,322790,105375,1033,13285,4600,10300,0,864,458247
2016,128.2,0.78003120124805,Bathurst,municipal,11897,12275,0.01775000044918933,1029632650,803145592.8237131,86545.57031184332,67508.24517304472,3476419.0,5355988,2242962,824383,9000,206572,4974992,412487,0,788981,3222283,2918211.0,0,0,24432278.0,18275980,3307710,1177122,1181038,446598,0,24062,19768,24432278
2016,128.2,0.78003120124805,Belledune,PPSA,1417,1548,0.01139371971928851,386640106,301591346.3338534,272858.22582921665,212837.9296639756,891818.0,743623,283000,37619,5000,7000,771500,202000,0,359381,294800,550600.0,797807,0,4944148.0,4405269,345080,37380,101700,15500,10600,1781,26838,4944148
2016,128.2,0.78003120124805,Beresford,municipal,4288,4351,0.01559283025041355,268344100,209316770.67082685,62580.24720149254,48814.545398980146,730325.0,1017880,127873,250000,0,32858,788256,212028,0,135827,556603,531793.0,773721,0,5157164.0,4184244,784971,72031,79300,2950,13700,5005,14963,5157164
2016,128.2,0.78003120124805,Bertrand,PPSA,1166,1137,0.01438000412967877,58358050,45521099.84399377,50049.785591766726,39040.39437735314,231714.0,170814,58240,0,0,1700,279300,77400,0,86720,155970,105500.0,61330,0,1228688.0,839189,159979,134141,65720,29500,0,0,159,1228688
2016,128.2,0.78003120124805,Blacks Harbour,PPSA,894,982,0.01558487734185016,64828550,50568291.73166928,72515.15659955257,56564.08471103946,252575.0,222446,175990,50000,4050,31900,189141,51150,0,75860,279575,86693.0,44000,0,1463380.0,1010345,206139,140694,80000,7000,0,6130,13072,1463380
2016,128.2,0.78003120124805,Blackville,PPSA,958,990,0.0132449015539783,48426030,37773814.35257411,50549.09185803758,39429.868844023076,152780.0,189380,82795,0,0,1500,141115,57164,0,28521,45000,170340.0,117616,0,986211.0,641398,191613,140254,0,8100,0,1157,3689,986211
2016,128.2,0.78003120124805,Bouctouche,MPSA,2361,2423,0.01256500110368967,209071450,163082254.29017162,88552.07539178315,69073.3817408605,464473.0,455090,144741,0,0,8000,677664,172349,0,171408,959124,374784.0,1044,766845,4195522.0,2626983,50356,132912,811300,271584,27600,274787,0,4195522
2016,128.2,0.78003120124805,Cambridge-Narrows,PPSA,562,620,0.01067299493997462,95118100,74195085.80343215,169249.28825622777,132019.72562888282,200624.0,112683,86668,0,25000,2000,316121,77311,12000,70121,67800,1700.0,75000,0,1047028.0,1015195,1631,11196,0,4429,0,0,14577,1047028
2016,128.2,0.78003120124805,Campbellton,MPSA,6883,7385,0.01750400053810533,570891950,445313533.5413417,82942.31439779166,64697.59313400286,1290898.0,2598626,842884,25000,37864,100713,3295543,495909,0,883320,2681838,1664476.0,176675,0,14093746.0,9992893,2098248,183794,896467,422767,65064,379760,54753,14093746
2016,128.2,0.78003120124805,Canterbury,PPSA,336,336,0.01370324805077773,12761500,9954368.174726991,37980.65476190476,29626.095758116044,83473.0,48603,82180,0,0,4800,42025,29800,0,2700,10060,28274.0,0,0,331915.0,174874,86309,67662,0,0,0,0,3070,331915
2016,128.2,0.78003120124805,Cap-Pelé,PPSA,2425,2256,0.01275000249318835,190519100,148610842.43369737,78564.57731958762,61282.821622143245,570409.0,413334,153240,0,5000,0,435906,137915,8500,184432,742380,277393.0,177534,0,3106043.0,2429119,74950,89016,340700,27400,0,115566,29292,3106043
2016,128.2,0.78003120124805,Caraquet,PPSA,4248,4169,0.01471700126856548,367304650,286509087.3634946,86465.31308851224,67445.64203472095,1470246.0,854768,176512,69000,4995,24750,1359021,228482,0,938984,746434,729360.0,108752,0,6711304.0,5405623,773564,202974,116155,197541,6000,5623,3824,6711304
2016,128.2,0.78003120124805,Centreville,PPSA,557,542,0.01325443111185949,34147750,26636310.4524181,61306.552962298025,47821.02415155853,76125.0,98463,74090,0,200,3900,186500,37445,0,37823,61980,13418.0,0,0,589944.0,452609,30748,77810,12000,500,0,0,16277,589944
2016,128.2,0.78003120124805,Charlo,PPSA,1310,1324,0.01430600342434428,77620700,60546567.862714514,59252.442748091606,46218.754093675205,291458.0,212225,102089,40000,4000,3500,456000,88000,0,64414,40000,112168.0,10024,0,1423878.0,1110442,124894,141203,0,29000,0,4752,13587,1423878
2016,128.2,0.78003120124805,Chipman,PPSA,1104,1236,0.01339998705372117,67973200,53021216.848673955,61569.92753623189,48026.46453684235,439028.0,128105,123413,0,10000,5200,302693,105004,0,23292,246334,55372.0,8560,0,1447001.0,910840,324176,68324,41000,81597,0,0,21064,1447001
2016,128.2,0.78003120124805,Clair,PPSA,781,857,0.01238246307468275,74989200,58493915.75663027,96016.9014084507,74896.17894574939,291453.0,161703,78253,110000,3000,1400,145346,46000,0,57654,194264,94800.0,7000,0,1190873.0,928551,42880,28631,17500,127078,0,17474,28759,1190873
2016,128.2,0.78003120124805,Dalhousie,PPSA,3126,3512,0.01724855884999878,219954550,171571411.85647428,70362.93985924505,54885.28850175121,915219.0,610030,397111,333291,5000,20000,1704123,116500,0,491065,818095,500844.0,330000,42091,6283369.0,3793899,1494037,82857,230085,40932,9133,632426,0,6283369
2016,128.2,0.78003120124805,Dieppe,MPSA,25384,23310,0.01599500004714125,2890886456,2254981634.9453983,113886.16671919319,88834.76343150798,5877913.0,5431021,5282551,1427000,17300,726102,7905390,1118384,0,2827777,7558956,7970811.0,4128403,0,50271608.0,46239729,928169,262113,1290294,661100,0,403811,486392,50271608
2016,128.2,0.78003120124805,Doaktown,PPSA,792,793,0.01355000583498658,56555400,44114976.59906397,71408.33333333333,55700.72802912117,240650.0,185664,76608,0,2000,1200,269500,61499,0,54274,49000,77680.0,52041,0,1070116.0,766326,155841,38458,14500,76790,14414,21,3766,1070116
2016,128.2,0.78003120124805,Dorchester,MPSA,1096,1167,0.01526330332659781,49761050,38815171.60686428,45402.41788321168,35415.30256100756,252768.0,162305,137175,57326,4100,650,162378,42296,3050,47454,162763,44747.0,52600,6365,1135977.0,759518,172974,46662,500,5370,6444,144509,0,1135977
2016,128.2,0.78003120124805,Drummond,municipal,737,775,0.01260239233831599,54181300,42263104.52418097,73516.01085481682,57344.78225804745,212321.0,117271,98350,69500,3500,9267,66009,109091,0,27076,16097,72130.0,42190,0,842802.0,682814,4533,149700,0,3100,0,0,2655,842802
2016,128.2,0.78003120124805,Edmundston,municipal,16580,16032,0.01635000015445544,1359615400,1060542433.697348,82003.34137515079,63965.16487921279,3350591.0,4917344,2201027,536820,19070,1349778,6943923,769918,0,1240847,3836867,4761706.0,1042834,0,30970725.0,22229712,3783824,1373135,1108970,197400,11500,2247323,18861,30970725
2016,128.2,0.78003120124805,Eel River Crossing,PPSA,1953,2025,0.0126364659593183,77250950,60258151.32605305,39555.01792114695,30854.148144420407,234179.0,265275,84200,57166,3517,2341,339176,107152,0,50424,28653,61588.0,222917,0,1456588.0,976179,394022,73986,0,4809,0,1479,6113,1456588
2016,128.2,0.78003120124805,Florenceville-Bristol,PPSA,1604,1639,0.01289900034967242,208337850,162510023.40093607,129886.44014962594,101315.47593574568,395993.0,445627,103660,0,2000,9447,546631,92030,20180,301098,882830,88625.0,435843,1402,3325366.0,2687350,120058,150544,280052,59862,4500,23000,0,3325366
2016,128.2,0.78003120124805,Fredericton,municipal,58220,56224,0.01412340318952303,6933624190,5408443205.928238,119093.51064926143,92896.65417259083,11853741.0,19496201,14295794,1000612,102436,1306898,19210934,2911845,7150,8786286,6927286,6185844.0,19582159,0,111667186.0,97926370,1756295,1380300,6752950,2029309,856515,71826,893621,111667186
2016,128.2,0.78003120124805,Fredericton Junction,PPSA,704,752,0.01329200680040128,40321150,31451755.070202813,57274.360795454544,44675.78845199263,154009.0,78180,119280,43515,6300,18140,207700,49100,0,2200,21909,72679.0,12205,13835,799052.0,535949,84660,126898,0,19392,0,32153,0,799052
2016,128.2,0.78003120124805,Gagetown,PPSA,711,698,0.01320001546572819,60779550,47409945.39781592,85484.59915611814,66680.65456795489,200686.0,91022,87853,0,3175,100,255233,60698,7922,18863,58579,61370.0,31292,43085,919878.0,802291,2922,28632,0,6180,0,79853,0,919878
2016,128.2,0.78003120124805,Grand Bay-Westfield,PPSA,4964,5117,0.013700330714761,372556700,290605850.2340094,75051.71232876713,58542.6773235313,709914.0,670166,649375,0,13223,21612,1617348,1037,0,352135,524798,404311.0,985000,0,5948919.0,5104150,454501,276564,50282,35300,0,5885,22237,5948919
2016,128.2,0.78003120124805,Grand Falls/Grand-Sault,municipal,5326,5706,0.01469006409356247,528750450,412441848.67394704,99277.21554637626,77439.32569920146,1355562.0,1954373,247434,180000,0,6000,1892068,265030,0,963658,1758722,1518063.0,488183,0,10629093.0,7767378,913659,757469,962705,147050,0,41215,39617,10629093
2016,128.2,0.78003120124805,Grand Manan,PPSA,2360,2377,0.0115988408907166,187143700,145977925.1170047,79298.17796610169,61855.05301567996,480731.0,576280,118690,0,6500,16400,432905,331900,12700,30140,293621,225981.0,30082,0,2555930.0,2170650,272080,7200,45050,17100,14000,0,29850,2555930
2016,128.2,0.78003120124805,Grande-Anse,PPSA,899,738,0.01465999856481251,36232200,28262246.4898596,40302.7808676307,31437.426573814904,258019.0,107564,86181,0,0,0,255393,51000,0,26586,143088,42092.0,0,0,969923.0,531164,243153,140768,49709,3337,0,0,1792,969923
2016,128.2,0.78003120124805,Hampton,MPSA,4289,4292,0.01250000035249541,354614550,276610413.4165367,82680.00699463744,64492.985175224225,873080.0,735125,466285,0,16744,29805,1008932,233092,0,118529,1255568,583260.0,231999,0,5552419.0,4432682,39940,379109,417163,272634,0,7530,3361,5552419
2016,128.2,0.78003120124805,Hartland,PPSA,957,947,0.0149190055792135,84268150,65731786.27145087,88054.49320794149,68685.25211227886,201148.0,206468,129800,54529,2650,6000,407700,59200,0,144300,298300,120594.0,15000,0,1645689.0,1257197,30445,136886,61350,84700,0,48289,26822,1645689
2016,128.2,0.78003120124805,Harvey,PPSA,358,363,0.01324070618190371,19558700,15256396.255850237,54633.24022346369,42615.63199958167,91283.0,74802,30204,0,500,1261,55559,23630,17566,14902,16232,16751.0,0,6926,349616.0,258971,46597,27968,1550,10540,3700,290,0,349616
2016,128.2,0.78003120124805,Hillsborough,PPSA,1277,1350,0.01345996623853032,82135050,64067901.716068655,64318.75489428348,50170.63564296684,282734.0,212400,164053,7560,3500,3800,598268,73261,18520,64065,253270,0.0,3000,0,1684431.0,1105535,244467,69940,92500,5200,0,110950,55839,1684431
2016,128.2,0.78003120124805,Lac Baker,PPSA,690,719,0.01121791465027496,53344050,41610023.400936045,77310.21739130435,60304.38174048702,116299.0,118890,58900,0,1000,2700,137221,41000,10000,33600,31000,57944.0,30000,26732,665286.0,598409,1202,33618,544,31500,0,13,0,665286
2016,128.2,0.78003120124805,Lamèque,PPSA,1285,1432,0.01500035611226497,87051200,67902652.10608426,67744.12451361868,52842.53082185546,279709.0,237555,165587,44000,0,500,302258,67454,0,71700,255689,310254.0,75332,0,1810038.0,1305799,260744,180957,0,48900,0,359,13279,1810038
2016,128.2,0.78003120124805,Le Goulet,PPSA,793,817,0.01596896782577876,24123350,18816965.67862715,30420.365699873895,23728.834399277614,278937.0,97805,15000,0,2330,8400,157786,45581,0,11920,9800,28122.0,0,0,655681.0,385225,232985,11548,2400,20600,0,0,2923,655681
2016,128.2,0.78003120124805,Maisonnette,PPSA,495,573,0.01448999691720082,24977300,19483073.32293292,50459.19191919192,39359.744086733175,151988.0,80801,43109,0,0,0,87500,46545,0,13953,28576,20321.0,18213,0,491006.0,361921,103713,11769,4000,2150,1650,0,5803,491006
2016,128.2,0.78003120124805,McAdam,PPSA,1151,1284,0.01591766323286251,47549693,37090244.149766,41311.63596872285,32224.365030205037,367738.0,238519,97000,30000,11000,15500,247100,105800,5000,58500,117500,24507.0,65010,0,1383174.0,756880,553923,10094,8700,38455,0,2,15120,1383174
2016,128.2,0.78003120124805,Meductic,PPSA,173,228,0.01247877725001099,12516050,9762909.516380657,72347.1098265896,56433.00298485929,52142.0,38309,52730,0,1000,2700,33843,19000,0,2732,20000,18209.0,0,0,240665.0,156185,35004,47350,920,0,0,0,1206,240665
2016,128.2,0.78003120124805,Memramcook,PPSA,4778,4831,0.01391199881416037,299534600,233646333.85335416,62690.37254081205,48900.446599697396,929034.0,749879,288742,140362,7700,11621,1416106,290096,0,217588,1059390,280950.0,538868,0,5930336.0,4167125,1001056,75235,221007,32000,7322,190763,235828,5930336
2016,128.2,0.78003120124805,Millville,PPSA,273,307,0.0148292916957432,11464000,8942277.691107646,41992.67399267399,32755.595938123242,45344.0,28171,9946,0,6200,2100,33700,30100,0,45500,7350,32063.0,0,5024,245498.0,170003,74445,0,0,1050,0,0,0,245498
2016,128.2,0.78003120124805,Minto,PPSA,2305,2505,0.01240801365438934,103815408,80979257.41029643,45039.22255965293,35131.99887648435,353277.0,240716,110000,0,5000,9000,609095,208350,0,58615,223800,123004.0,538800,0,2479657.0,1288143,895043,166591,36500,46900,0,3047,43433,2479657
2016,128.2,0.78003120124805,Miramichi,municipal,17537,17811,0.01729899968864173,1431309350,1116465951.6380656,81616.54501910247,63663.45165296605,2990199.0,5155542,2656830,497970,844684,49612,6581898,1319940,0,1354120,3814556,2632348.0,5133618,0,33031317.0,24760220,5832225,869982,773515,233720,0,561418,237,33031317
2016,128.2,0.78003120124805,Moncton,MPSA,71889,69074,0.01649732923952761,7791907292,6077930804.992201,108388.03282838821,84546.04744804074,16079908.0,20972491,13605358,3494568,0,3174886,29596976,3236808,0,8858568,16026788,20023707.0,12434620,0,147504678.0,128545660,5090787,1376446,9356478,2888074,0,109594,137639,147504678
2016,128.2,0.78003120124805,Nackawic,PPSA,941,1049,0.01357972049912491,92590050,72223127.92511702,98395.37725823592,76751.46431999683,182857.0,139106,153039,42000,4521,15691,332290,91412,0,33191,398243,54683.0,726320,0,2173353.0,1257347,35839,74427,74500,3850,0,153562,573828,2173353
2016,128.2,0.78003120124805,New Maryland,PPSA,4174,4232,0.01207199975905143,341981700,266756396.2558503,81931.40872065166,63909.05516431487,888127.0,542456,271781,113559,11019,72710,590375,258400,0,157678,635541,398814.0,482140,0,4422600.0,4128403,6145,115401,102000,42000,0,25000,3651,4422600
2016,128.2,0.78003120124805,Nigadoo,municipal,963,952,0.01387496645261164,51419800,40109048.36193448,53395.43094496366,41650.1021411573,236206.0,212184,29000,0,0,6979,304800,60676,0,20853,13000,18393.0,600,0,902691.0,713448,108449,32597,45440,0,0,1085,1672,902691
2016,128.2,0.78003120124805,Norton,PPSA,1382,1301,0.01165562969077261,72023050,56180226.20904837,52115.08683068017,40651.39378368189,134556.0,217380,134469,0,2000,0,484635,104958,0,47299,12300,73987.0,840,83877,1296301.0,839474,177129,239207,0,30400,0,10091,0,1296301
2016,128.2,0.78003120124805,Néguac,PPSA,1684,1678,0.01308400121457,119713150,93379992.199688,71088.56888361045,55451.30178128741,422618.0,296120,189540,0,10000,5275,658807,90920,0,160865,196860,126946.0,64719,0,2222670.0,1566327,229279,159834,0,140560,0,55245,71425,2222670
2016,128.2,0.78003120124805,Oromocto,MPSA,9223,8932,0.01241795157438113,1090575923,850683247.2698909,118245.24807546352,92234.98289817748,2478857.0,1940465,3274556,620344,32515,194398,2835679,573294,0,356302,1798833,267795.0,2140520,0,16513558.0,13542719,447046,628000,788473,1005762,25100,38714,37744,16513558
2016,128.2,0.78003120124805,Paquetville,PPSA,720,706,0.0134996076661521,48746750,38023985.95943838,67703.81944444444,52811.09161033109,205212.0,122164,90060,0,6046,13800,106200,33361,0,22220,5000,209477.0,0,33884,847424.0,658062,7511,124345,7500,50000,0,6,0,847424
2016,128.2,0.78003120124805,Perth-Andover,PPSA,1590,1778,0.01230000242494786,115466400,90067394.69578785,72620.37735849057,56646.160186030094,356720.0,326043,202580,37000,2000,6500,314165,93533,0,171851,566029,0.0,232900,0,2309321.0,1420237,299340,177500,250292,23640,0,105937,32375,2309321
2016,128.2,0.78003120124805,Petit-Rocher,municipal,1897,1908,0.01479639152390027,103689200,80880811.23244931,54659.567738534526,42636.16828278825,246659.0,434528,138065,50000,0,13988,494242,122016,0,56330,471299,99784.0,129700,0,2256611.0,1534226,402527,134668,131176,10872,0,29860,13282,2256611
2016,128.2,0.78003120124805,Petitcodiac,PPSA,1383,1429,0.01279399499582986,91243900,71173088.92355695,65975.34345625452,51462.82640893489,217181.0,230402,129400,0,5000,2000,619810,83500,0,55600,337850,88590.0,131788,0,1901121.0,1167374,270517,149734,158000,55000,0,2243,98253,1901121
2016,128.2,0.78003120124805,Plaster Rock,PPSA,1023,1135,0.01636635942417627,60560200,47238845.55382216,59198.63147605083,46176.77962250455,211338.0,187919,125661,0,2000,4068,247484,67540,0,104288,467376,172288.0,0,0,1589962.0,991150,308638,126797,75790,25720,0,0,61867,1589962
2016,128.2,0.78003120124805,Pointe-Verte,municipal,886,976,0.01569998705058706,42086850,32829056.162246495,47502.088036117384,37053.11079260327,344632.0,199496,40674,0,0,7154,209585,64133,0,72102,3188,26725.0,69550,0,1037239.0,660763,192377,57889,20800,10640,5257,69526,19987,1037239
2016,128.2,0.78003120124805,Port Elgin,PPSA,408,418,0.01408121628797407,23257650,18141692.66770671,57004.044117647056,44464.93300908507,108382.0,62740,107787,16478,2200,7700,141308,31365,0,12955,26950,27002.0,0,0,544867.0,327496,44534,112337,3296,28030,3296,2,25876,544867
2016,128.2,0.78003120124805,Quispamsis,municipal,18245,17886,0.0126998487476209,1648073250,1285548556.942278,90330.13154288846,70460.32101629366,2331913.0,3266573,2712559,45381,220744,263794,4111939,1124000,0,963723,3729786,2268793.0,1656768,0,22695973.0,20930281,155323,47063,885755,437113,31592,194519,14327,22695973
2016,128.2,0.78003120124805,Rexton,PPSA,830,818,0.0129790015272958,81320200,63432293.29173168,97976.14457831325,76424.44974907431,301078.0,199844,106321,0,1000,5300,372339,66635,0,46850,124337,176306.0,3000,0,1403010.0,1055455,8463,178869,0,94540,55000,0,10683,1403010
2016,128.2,0.78003120124805,Richibucto,PPSA,1266,1286,0.01327800316783683,105939800,82636349.45397817,83680.72669826224,65273.57776775527,396217.0,284868,106509,0,166,2250,347579,95833,0,248063,244803,207355.0,0,0,1933643.0,1406669,81583,132501,176300,127906,0,1619,7065,1933643
2016,128.2,0.78003120124805,Riverside-Albert,PPSA,350,353,0.0138062995939351,21474400,16750702.028081127,61355.42857142857,47859.14865166036,104005.0,55953,86732,0,2000,1800,76500,41001,0,30822,51796,17243.0,0,0,467852.0,296482,18759,103077,15000,990,0,19072,14472,467852
